COUNTRY,Country,WEEK,GENDER,Gender,Age,VARIABLE,Variable,YEAR,Year,Value
BEL,Belgium,30,MALE,Males,Total,EXCESSPC,Excess deaths (% change from average),2021,2021,-3.9
AUT,Austria,32,FEMALE,Females,Total,EXCESSPC,Excess deaths (% change from average),2020,2020,-1.7
AUT,Austria,32,FEMALE,Females,Total,EXCESSPC,Excess deaths (% change from average),2021,2021,9.8
PRT,Portugal,31,MALE,Males,65 and over,EXCESSPC,Excess deaths (% change from average),2020,2020,8.1
PRT,Portugal,31,MALE,Males,65 and over,EXCESSPC,Excess deaths (% change from average),2021,2021,11.3
DNK,Denmark,11,FEMALE,Females,65 and over,EXCESSPC,Excess deaths (% change from average),2020,2020,-12.7
DNK,Denmark,11,FEMALE,Females,65 and over,EXCESSPC,Excess deaths (% change from average),2021,2021,-23.2
DNK,Denmark,11,FEMALE,Females,65 and over,EXCESSPC,Excess deaths (% change from average),2022,2022,0.5
LVA,Latvia,33,TOTAL,Total,65 and over,EXCESSPC,Excess deaths (% change from average),2020,2020,9.7
LVA,Latvia,33,TOTAL,Total,65 and over,EXCESSPC,Excess deaths (% change from average),2021,2021,12.4
PRT,Portugal,15,TOTAL,Total,Total,EXCESSPC,Excess deaths (% change from average),2020,2020,23.5
PRT,Portugal,15,TOTAL,Total,Total,EXCESSPC,Excess deaths (% change from average),2021,2021,-6.8
PRT,Portugal,15,TOTAL,Total,Total,EXCESSPC,Excess deaths (% change from average),2022,2022,15.1
ISL,Iceland,51,FEMALE,Females,45 to 64,EXCESSPC,Excess deaths (% change from average),2020,2020,-54.5
ISL,Iceland,51,FEMALE,Females,45 to 64,EXCESSPC,Excess deaths (% change from average),2021,2021,-54.5
POL,Poland,36,MALE,Males,0 to 44,EXCESSPC,Excess deaths (% change from average),2020,2020,-0.3
LVA,Latvia,9,TOTAL,Total,45 to 64,EXCESSPC,Excess deaths (% change from average),2020,2020,-7.8
LVA,Latvia,9,TOTAL,Total,45 to 64,EXCESSPC,Excess deaths (% change from average),2021,2021,-2.5
LVA,Latvia,9,TOTAL,Total,45 to 64,EXCESSPC,Excess deaths (% change from average),2022,2022,-1.6
SVK,Slovak Republic,13,MALE,Males,45 to 64,EXCESSPC,Excess deaths (% change from average),2020,2020,-24.7
SVK,Slovak Republic,13,MALE,Males,45 to 64,EXCESSPC,Excess deaths (% change from average),2021,2021,28.4
SVK,Slovak Republic,13,MALE,Males,45 to 64,EXCESSPC,Excess deaths (% change from average),2022,2022,-13.6
FRA,France,26,TOTAL,Total,65 and over,EXCESSPC,Excess deaths (% change from average),2020,2020,8.6
FRA,France,26,TOTAL,Total,65 and over,EXCESSPC,Excess deaths (% change from average),2021,2021,-1.4
ESP,Spain,4,MALE,Males,0 to 44,EXCESSPC,Excess deaths (% change from average),2020,2020,-5.6
ESP,Spain,4,MALE,Males,0 to 44,EXCESSPC,Excess deaths (% change from average),2021,2021,-100
ESP,Spain,4,MALE,Males,0 to 44,EXCESSPC,Excess deaths (% change from average),2022,2022,27.5
NOR,Norway,45,MALE,Males,45 to 64,EXCESSPC,Excess deaths (% change from average),2020,2020,-27.2
NOR,Norway,45,MALE,Males,45 to 64,EXCESSPC,Excess deaths (% change from average),2021,2021,-17.2
AUT,Austria,1,MALE,Males,65 and over,EXCESSPC,Excess deaths (% change from average),2020,2020,-11.8
AUT,Austria,1,MALE,Males,65 and over,EXCESSPC,Excess deaths (% change from average),2021,2021,17.6
AUT,Austria,1,MALE,Males,65 and over,EXCESSPC,Excess deaths (% change from average),2022,2022,-1.6
BEL,Belgium,52,FEMALE,Females,65 and over,EXCESSPC,Excess deaths (% change from average),2020,2020,21.2
BEL,Belgium,52,FEMALE,Females,65 and over,EXCESSPC,Excess deaths (% change from average),2021,2021,7.4
GRC,Greece,42,FEMALE,Females,0 to 44,EXCESSPC,Excess deaths (% change from average),2020,2020,-59.8
GRC,Greece,42,FEMALE,Females,0 to 44,EXCESSPC,Excess deaths (% change from average),2021,2021,-13.8
BEL,Belgium,8,TOTAL,Total,65 and over,EXCESSPC,Excess deaths (% change from average),2020,2020,-8.1
BEL,Belgium,8,TOTAL,Total,65 and over,EXCESSPC,Excess deaths (% change from average),2021,2021,-13.7
BEL,Belgium,8,TOTAL,Total,65 and over,EXCESSPC,Excess deaths (% change from average),2022,2022,-8.2
SWE,Sweden,51,MALE,Males,0 to 44,EXCESSPC,Excess deaths (% change from average),2020,2020,-34.9
SWE,Sweden,51,MALE,Males,0 to 44,EXCESSPC,Excess deaths (% change from average),2021,2021,-4.1
BEL,Belgium,31,TOTAL,Total,65 and over,EXCESSPC,Excess deaths (% change from average),2020,2020,5.1
BEL,Belgium,31,TOTAL,Total,65 and over,EXCESSPC,Excess deaths (% change from average),2021,2021,2.1
HUN,Hungary,44,TOTAL,Total,45 to 64,EXCESSPC,Excess deaths (% change from average),2020,2020,10
HUN,Hungary,44,TOTAL,Total,45 to 64,EXCESSPC,Excess deaths (% change from average),2021,2021,26.1
SWE,Sweden,33,MALE,Males,Total,EXCESSPC,Excess deaths (% change from average),2020,2020,0.4
SWE,Sweden,33,MALE,Males,Total,EXCESSPC,Excess deaths (% change from average),2021,2021,2.2
GRC,Greece,2,FEMALE,Females,45 to 64,EXCESSPC,Excess deaths (% change from average),2020,2020,-1.8
GRC,Greece,2,FEMALE,Females,45 to 64,EXCESSPC,Excess deaths (% change from average),2021,2021,27
GRC,Greece,2,FEMALE,Females,45 to 64,EXCESSPC,Excess deaths (% change from average),2022,2022,35.1
NLD,Netherlands,16,MALE,Males,65 and over,EXCESSPC,Excess deaths (% change from average),2020,2020,64
NLD,Netherlands,16,MALE,Males,65 and over,EXCESSPC,Excess deaths (% change from average),2021,2021,18.5
NLD,Netherlands,16,MALE,Males,65 and over,EXCESSPC,Excess deaths (% change from average),2022,2022,16.3
ESP,Spain,41,TOTAL,Total,65 and over,EXCESSPC,Excess deaths (% change from average),2020,2020,19.6
ESP,Spain,41,TOTAL,Total,65 and over,EXCESSPC,Excess deaths (% change from average),2021,2021,-100
ISL,Iceland,13,MALE,Males,65 and over,EXCESSPC,Excess deaths (% change from average),2020,2020,6.4
ISL,Iceland,13,MALE,Males,65 and over,EXCESSPC,Excess deaths (% change from average),2021,2021,-36.2
ISL,Iceland,13,MALE,Males,65 and over,EXCESSPC,Excess deaths (% change from average),2022,2022,33
POL,Poland,52,TOTAL,Total,45 to 64,EXCESSPC,Excess deaths (% change from average),2020,2020,24.9
POL,Poland,52,TOTAL,Total,45 to 64,EXCESSPC,Excess deaths (% change from average),2021,2021,34.6
SWE,Sweden,10,MALE,Males,Total,EXCESSPC,Excess deaths (% change from average),2020,2020,-5.8
SWE,Sweden,10,MALE,Males,Total,EXCESSPC,Excess deaths (% change from average),2021,2021,-6.1
SWE,Sweden,10,MALE,Males,Total,EXCESSPC,Excess deaths (% change from average),2022,2022,-7.5
CAN,Canada,11,FEMALE,Females,45 to 64,EXCESSPC,Excess deaths (% change from average),2020,2020,-3.3
CAN,Canada,11,FEMALE,Females,45 to 64,EXCESSPC,Excess deaths (% change from average),2021,2021,-7.9
ESP,Spain,6,TOTAL,Total,0 to 44,EXCESSPC,Excess deaths (% change from average),2020,2020,-1.3
ESP,Spain,6,TOTAL,Total,0 to 44,EXCESSPC,Excess deaths (% change from average),2021,2021,-100
ESP,Spain,6,TOTAL,Total,0 to 44,EXCESSPC,Excess deaths (% change from average),2022,2022,-9
HUN,Hungary,8,MALE,Males,0 to 44,EXCESSPC,Excess deaths (% change from average),2020,2020,-14.8
HUN,Hungary,8,MALE,Males,0 to 44,EXCESSPC,Excess deaths (% change from average),2021,2021,-11
HUN,Hungary,8,MALE,Males,0 to 44,EXCESSPC,Excess deaths (% change from average),2022,2022,-33.7
SVN,Slovenia,33,FEMALE,Females,45 to 64,EXCESSPC,Excess deaths (% change from average),2020,2020,-12.8
SVN,Slovenia,33,FEMALE,Females,45 to 64,EXCESSPC,Excess deaths (% change from average),2021,2021,-12.8
ESP,Spain,21,FEMALE,Females,0 to 44,EXCESSPC,Excess deaths (% change from average),2020,2020,-4
ESP,Spain,21,FEMALE,Females,0 to 44,EXCESSPC,Excess deaths (% change from average),2021,2021,-100
NOR,Norway,37,FEMALE,Females,65 and over,EXCESSPC,Excess deaths (% change from average),2020,2020,20.1
NOR,Norway,37,FEMALE,Females,65 and over,EXCESSPC,Excess deaths (% change from average),2021,2021,23.6
NLD,Netherlands,17,FEMALE,Females,0 to 44,EXCESSPC,Excess deaths (% change from average),2020,2020,0.8
NLD,Netherlands,17,FEMALE,Females,0 to 44,EXCESSPC,Excess deaths (% change from average),2021,2021,20.2
NLD,Netherlands,17,FEMALE,Females,0 to 44,EXCESSPC,Excess deaths (% change from average),2022,2022,27.9
SVN,Slovenia,36,TOTAL,Total,65 and over,EXCESSPC,Excess deaths (% change from average),2020,2020,13.5
SVN,Slovenia,36,TOTAL,Total,65 and over,EXCESSPC,Excess deaths (% change from average),2021,2021,29.7
AUS,Australia,41,TOTAL,Total,45 to 64,EXCESSPC,Excess deaths (% change from average),2020,2020,7.4
AUS,Australia,41,TOTAL,Total,45 to 64,EXCESSPC,Excess deaths (% change from average),2021,2021,8.6
LUX,Luxembourg,28,TOTAL,Total,Total,EXCESSPC,Excess deaths (% change from average),2020,2020,-9.2
LUX,Luxembourg,28,TOTAL,Total,Total,EXCESSPC,Excess deaths (% change from average),2021,2021,5.7
FIN,Finland,7,TOTAL,Total,65 and over,EXCESSPC,Excess deaths (% change from average),2020,2020,2
FIN,Finland,7,TOTAL,Total,65 and over,EXCESSPC,Excess deaths (% change from average),2021,2021,7.5
FIN,Finland,7,TOTAL,Total,65 and over,EXCESSPC,Excess deaths (% change from average),2022,2022,19.7
CZE,Czech Republic,38,FEMALE,Females,0 to 44,EXCESSPC,Excess deaths (% change from average),2020,2020,-43.6
CZE,Czech Republic,38,FEMALE,Females,0 to 44,EXCESSPC,Excess deaths (% change from average),2021,2021,-9.8
AUS,Australia,2,TOTAL,Total,Total,EXCESSPC,Excess deaths (% change from average),2020,2020,1
AUS,Australia,2,TOTAL,Total,Total,EXCESSPC,Excess deaths (% change from average),2021,2021,2.7
AUS,Australia,2,TOTAL,Total,Total,EXCESSPC,Excess deaths (% change from average),2022,2022,28.7
FRA,France,50,FEMALE,Females,65 and over,EXCESSPC,Excess deaths (% change from average),2020,2020,24
FRA,France,50,FEMALE,Females,65 and over,EXCESSPC,Excess deaths (% change from average),2021,2021,17.7
EST,Estonia,36,FEMALE,Females,0 to 44,EXCESSPC,Excess deaths (% change from average),2020,2020,181.3
EST,Estonia,36,FEMALE,Females,0 to 44,EXCESSPC,Excess deaths (% change from average),2021,2021,-6.2
CZE,Czech Republic,4,TOTAL,Total,Total,EXCESSPC,Excess deaths (% change from average),2020,2020,-2.1
CZE,Czech Republic,4,TOTAL,Total,Total,EXCESSPC,Excess deaths (% change from average),2021,2021,44.5
CZE,Czech Republic,4,TOTAL,Total,Total,EXCESSPC,Excess deaths (% change from average),2022,2022,-1.1
FIN,Finland,32,TOTAL,Total,45 to 64,EXCESSPC,Excess deaths (% change from average),2020,2020,-6.8
FIN,Finland,32,TOTAL,Total,45 to 64,EXCESSPC,Excess deaths (% change from average),2021,2021,-6.8
ITA,Italy,39,TOTAL,Total,0 to 44,EXCESSPC,Excess deaths (% change from average),2020,2020,-13.8
ITA,Italy,39,TOTAL,Total,0 to 44,EXCESSPC,Excess deaths (% change from average),2021,2021,-2.4
PRT,Portugal,9,MALE,Males,0 to 44,EXCESSPC,Excess deaths (% change from average),2020,2020,-21.1
PRT,Portugal,9,MALE,Males,0 to 44,EXCESSPC,Excess deaths (% change from average),2021,2021,5.3
PRT,Portugal,9,MALE,Males,0 to 44,EXCESSPC,Excess deaths (% change from average),2022,2022,-23.7
CZE,Czech Republic,4,FEMALE,Females,45 to 64,EXCESSPC,Excess deaths (% change from average),2020,2020,-7.5
CZE,Czech Republic,4,FEMALE,Females,45 to 64,EXCESSPC,Excess deaths (% change from average),2021,2021,23.4
CZE,Czech Republic,4,FEMALE,Females,45 to 64,EXCESSPC,Excess deaths (% change from average),2022,2022,-12.1
SVK,Slovak Republic,14,MALE,Males,65 and over,EXCESSPC,Excess deaths (% change from average),2020,2020,19.4
SVK,Slovak Republic,14,MALE,Males,65 and over,EXCESSPC,Excess deaths (% change from average),2021,2021,36
SVK,Slovak Republic,14,MALE,Males,65 and over,EXCESSPC,Excess deaths (% change from average),2022,2022,43.2
CHL,Chile,35,TOTAL,Total,0 to 44,EXCESSPC,Excess deaths (% change from average),2020,2020,-4.8
CHL,Chile,35,TOTAL,Total,0 to 44,EXCESSPC,Excess deaths (% change from average),2021,2021,-10.9
POL,Poland,13,TOTAL,Total,Total,EXCESSPC,Excess deaths (% change from average),2020,2020,0
POL,Poland,13,TOTAL,Total,Total,EXCESSPC,Excess deaths (% change from average),2021,2021,69.8
POL,Poland,13,TOTAL,Total,Total,EXCESSPC,Excess deaths (% change from average),2022,2022,9.2
GRC,Greece,25,MALE,Males,0 to 44,EXCESSPC,Excess deaths (% change from average),2020,2020,-33.6
GRC,Greece,25,MALE,Males,0 to 44,EXCESSPC,Excess deaths (% change from average),2021,2021,-10
HUN,Hungary,5,TOTAL,Total,Total,EXCESSPC,Excess deaths (% change from average),2020,2020,-8.3
HUN,Hungary,5,TOTAL,Total,Total,EXCESSPC,Excess deaths (% change from average),2021,2021,-5.5
HUN,Hungary,5,TOTAL,Total,Total,EXCESSPC,Excess deaths (% change from average),2022,2022,2.6
CAN,Canada,14,TOTAL,Total,65 and over,EXCESSPC,Excess deaths (% change from average),2020,2020,17.7
CAN,Canada,14,TOTAL,Total,65 and over,EXCESSPC,Excess deaths (% change from average),2021,2021,7.4
CHE,Switzerland,40,TOTAL,Total,Total,EXCESSPC,Excess deaths (% change from average),2020,2020,-1
CHE,Switzerland,40,TOTAL,Total,Total,EXCESSPC,Excess deaths (% change from average),2021,2021,-0.6
HUN,Hungary,52,FEMALE,Females,Total,EXCESSPC,Excess deaths (% change from average),2020,2020,41.4
HUN,Hungary,52,FEMALE,Females,Total,EXCESSPC,Excess deaths (% change from average),2021,2021,24.8
CZE,Czech Republic,23,TOTAL,Total,0 to 44,EXCESSPC,Excess deaths (% change from average),2020,2020,-37.3
CZE,Czech Republic,23,TOTAL,Total,0 to 44,EXCESSPC,Excess deaths (% change from average),2021,2021,5
PRT,Portugal,49,FEMALE,Females,0 to 44,EXCESSPC,Excess deaths (% change from average),2020,2020,-23.8
PRT,Portugal,49,FEMALE,Females,0 to 44,EXCESSPC,Excess deaths (% change from average),2021,2021,0
LUX,Luxembourg,5,FEMALE,Females,45 to 64,EXCESSPC,Excess deaths (% change from average),2020,2020,-66.7
LUX,Luxembourg,5,FEMALE,Females,45 to 64,EXCESSPC,Excess deaths (% change from average),2021,2021,-16.7
LUX,Luxembourg,5,FEMALE,Females,45 to 64,EXCESSPC,Excess deaths (% change from average),2022,2022,-66.7
ITA,Italy,37,MALE,Males,0 to 44,EXCESSPC,Excess deaths (% change from average),2020,2020,-16.7
ITA,Italy,37,MALE,Males,0 to 44,EXCESSPC,Excess deaths (% change from average),2021,2021,8.5
SWE,Sweden,18,FEMALE,Females,Total,EXCESSPC,Excess deaths (% change from average),2020,2020,30.9
SWE,Sweden,18,FEMALE,Females,Total,EXCESSPC,Excess deaths (% change from average),2021,2021,0.5
SWE,Sweden,18,FEMALE,Females,Total,EXCESSPC,Excess deaths (% change from average),2022,2022,-1.9
DNK,Denmark,21,FEMALE,Females,0 to 44,EXCESSPC,Excess deaths (% change from average),2020,2020,37.5
DNK,Denmark,21,FEMALE,Females,0 to 44,EXCESSPC,Excess deaths (% change from average),2021,2021,25
POL,Poland,35,MALE,Males,65 and over,EXCESSPC,Excess deaths (% change from average),2020,2020,12.8
POL,Poland,35,MALE,Males,65 and over,EXCESSPC,Excess deaths (% change from average),2021,2021,10.6
LUX,Luxembourg,44,TOTAL,Total,45 to 64,EXCESSPC,Excess deaths (% change from average),2020,2020,0
LUX,Luxembourg,44,TOTAL,Total,45 to 64,EXCESSPC,Excess deaths (% change from average),2021,2021,50
CZE,Czech Republic,19,MALE,Males,45 to 64,EXCESSPC,Excess deaths (% change from average),2020,2020,-14.1
CZE,Czech Republic,19,MALE,Males,45 to 64,EXCESSPC,Excess deaths (% change from average),2021,2021,17
CZE,Czech Republic,19,MALE,Males,45 to 64,EXCESSPC,Excess deaths (% change from average),2022,2022,-0.3
CHE,Switzerland,16,MALE,Males,Total,EXCESSPC,Excess deaths (% change from average),2020,2020,28
CHE,Switzerland,16,MALE,Males,Total,EXCESSPC,Excess deaths (% change from average),2021,2021,2.7
CHE,Switzerland,16,MALE,Males,Total,EXCESSPC,Excess deaths (% change from average),2022,2022,6.8
CZE,Czech Republic,27,TOTAL,Total,Total,EXCESSPC,Excess deaths (% change from average),2020,2020,6.5
CZE,Czech Republic,27,TOTAL,Total,Total,EXCESSPC,Excess deaths (% change from average),2021,2021,-2.4
CHE,Switzerland,34,MALE,Males,0 to 44,EXCESSPC,Excess deaths (% change from average),2020,2020,-5.4
CHE,Switzerland,34,MALE,Males,0 to 44,EXCESSPC,Excess deaths (% change from average),2021,2021,-14.4
SVN,Slovenia,17,FEMALE,Females,Total,EXCESSPC,Excess deaths (% change from average),2020,2020,1.9
SVN,Slovenia,17,FEMALE,Females,Total,EXCESSPC,Excess deaths (% change from average),2021,2021,-6.9
SVN,Slovenia,17,FEMALE,Females,Total,EXCESSPC,Excess deaths (% change from average),2022,2022,-2.8
CZE,Czech Republic,15,FEMALE,Females,0 to 44,EXCESSPC,Excess deaths (% change from average),2020,2020,-29.6
CZE,Czech Republic,15,FEMALE,Females,0 to 44,EXCESSPC,Excess deaths (% change from average),2021,2021,0
CZE,Czech Republic,15,FEMALE,Females,0 to 44,EXCESSPC,Excess deaths (% change from average),2022,2022,-44.4
FRA,France,11,MALE,Males,65 and over,EXCESSPC,Excess deaths (% change from average),2020,2020,7.4
FRA,France,11,MALE,Males,65 and over,EXCESSPC,Excess deaths (% change from average),2021,2021,14.4
FRA,France,11,MALE,Males,65 and over,EXCESSPC,Excess deaths (% change from average),2022,2022,5.6
EST,Estonia,21,TOTAL,Total,0 to 44,EXCESSPC,Excess deaths (% change from average),2020,2020,35.6
EST,Estonia,21,TOTAL,Total,0 to 44,EXCESSPC,Excess deaths (% change from average),2021,2021,18.6
CHL,Chile,16,FEMALE,Females,45 to 64,EXCESSPC,Excess deaths (% change from average),2020,2020,0.9
CHL,Chile,16,FEMALE,Females,45 to 64,EXCESSPC,Excess deaths (% change from average),2021,2021,53
CHL,Chile,16,FEMALE,Females,45 to 64,EXCESSPC,Excess deaths (% change from average),2022,2022,2.9
GRC,Greece,38,TOTAL,Total,45 to 64,EXCESSPC,Excess deaths (% change from average),2020,2020,6.1
GRC,Greece,38,TOTAL,Total,45 to 64,EXCESSPC,Excess deaths (% change from average),2021,2021,19.3
SWE,Sweden,49,MALE,Males,45 to 64,EXCESSPC,Excess deaths (% change from average),2020,2020,-18.5
SWE,Sweden,49,MALE,Males,45 to 64,EXCESSPC,Excess deaths (% change from average),2021,2021,-9.6
FIN,Finland,30,TOTAL,Total,65 and over,EXCESSPC,Excess deaths (% change from average),2020,2020,-1.1
FIN,Finland,30,TOTAL,Total,65 and over,EXCESSPC,Excess deaths (% change from average),2021,2021,7.3
LTU,Lithuania,13,MALE,Males,Total,EXCESSPC,Excess deaths (% change from average),2020,2020,-3.1
LTU,Lithuania,13,MALE,Males,Total,EXCESSPC,Excess deaths (% change from average),2021,2021,-1.8
LTU,Lithuania,13,MALE,Males,Total,EXCESSPC,Excess deaths (% change from average),2022,2022,3.6
DNK,Denmark,31,FEMALE,Females,Total,EXCESSPC,Excess deaths (% change from average),2020,2020,4.8
DNK,Denmark,31,FEMALE,Females,Total,EXCESSPC,Excess deaths (% change from average),2021,2021,20.9
DEU,Germany,50,TOTAL,Total,45 to 64,EXCESSNB,Excess deaths (number),2020,2020,238
DEU,Germany,50,TOTAL,Total,45 to 64,EXCESSNB,Excess deaths (number),2021,2021,386
HUN,Hungary,24,MALE,Males,65 and over,EXCESSPC,Excess deaths (% change from average),2020,2020,4.9
HUN,Hungary,24,MALE,Males,65 and over,EXCESSPC,Excess deaths (% change from average),2021,2021,7.2
USA,United States,31,TOTAL,Total,45 to 64,EXCESSPC,Excess deaths (% change from average),2020,2020,26.4
USA,United States,31,TOTAL,Total,45 to 64,EXCESSPC,Excess deaths (% change from average),2021,2021,33.1
ESP,Spain,44,TOTAL,Total,65 and over,EXCESSPC,Excess deaths (% change from average),2020,2020,29.2
ESP,Spain,44,TOTAL,Total,65 and over,EXCESSPC,Excess deaths (% change from average),2021,2021,-100
LTU,Lithuania,36,MALE,Males,Total,EXCESSPC,Excess deaths (% change from average),2020,2020,5.3
LTU,Lithuania,36,MALE,Males,Total,EXCESSPC,Excess deaths (% change from average),2021,2021,24.3
ITA,Italy,40,TOTAL,Total,Total,EXCESSPC,Excess deaths (% change from average),2020,2020,6.6
ITA,Italy,40,TOTAL,Total,Total,EXCESSPC,Excess deaths (% change from average),2021,2021,0.9
NZL,New Zealand,39,MALE,Males,Total,EXCESSPC,Excess deaths (% change from average),2020,2020,-11.3
NZL,New Zealand,39,MALE,Males,Total,EXCESSPC,Excess deaths (% change from average),2021,2021,2.5
ITA,Italy,2,MALE,Males,65 and over,EXCESSPC,Excess deaths (% change from average),2020,2020,-8.9
ITA,Italy,2,MALE,Males,65 and over,EXCESSPC,Excess deaths (% change from average),2021,2021,14.4
ITA,Italy,2,MALE,Males,65 and over,EXCESSPC,Excess deaths (% change from average),2022,2022,10
GRC,Greece,24,TOTAL,Total,0 to 44,EXCESSPC,Excess deaths (% change from average),2020,2020,-15.4
GRC,Greece,24,TOTAL,Total,0 to 44,EXCESSPC,Excess deaths (% change from average),2021,2021,14.7
DEU,Germany,37,MALE,Males,Total,EXCESSPC,Excess deaths (% change from average),2020,2020,6
DEU,Germany,37,MALE,Males,Total,EXCESSPC,Excess deaths (% change from average),2021,2021,12.8
AUT,Austria,41,MALE,Males,Total,EXCESSPC,Excess deaths (% change from average),2020,2020,11
AUT,Austria,41,MALE,Males,Total,EXCESSPC,Excess deaths (% change from average),2021,2021,9.5
AUT,Austria,45,FEMALE,Females,45 to 64,EXCESSPC,Excess deaths (% change from average),2020,2020,13.4
AUT,Austria,45,FEMALE,Females,45 to 64,EXCESSPC,Excess deaths (% change from average),2021,2021,22.7
LTU,Lithuania,14,TOTAL,Total,65 and over,EXCESSPC,Excess deaths (% change from average),2020,2020,0
LTU,Lithuania,14,TOTAL,Total,65 and over,EXCESSPC,Excess deaths (% change from average),2021,2021,14.6
LTU,Lithuania,14,TOTAL,Total,65 and over,EXCESSPC,Excess deaths (% change from average),2022,2022,10
SWE,Sweden,36,MALE,Males,Total,EXCESSPC,Excess deaths (% change from average),2020,2020,-1.2
SWE,Sweden,36,MALE,Males,Total,EXCESSPC,Excess deaths (% change from average),2021,2021,-0.3
SVN,Slovenia,36,FEMALE,Females,45 to 64,EXCESSPC,Excess deaths (% change from average),2020,2020,-26.1
SVN,Slovenia,36,FEMALE,Females,45 to 64,EXCESSPC,Excess deaths (% change from average),2021,2021,2.3
HUN,Hungary,5,MALE,Males,0 to 44,EXCESSPC,Excess deaths (% change from average),2020,2020,1.2
HUN,Hungary,5,MALE,Males,0 to 44,EXCESSPC,Excess deaths (% change from average),2021,2021,1.2
HUN,Hungary,5,MALE,Males,0 to 44,EXCESSPC,Excess deaths (% change from average),2022,2022,-7
LUX,Luxembourg,50,MALE,Males,65 and over,EXCESSPC,Excess deaths (% change from average),2020,2020,66.7
LUX,Luxembourg,50,MALE,Males,65 and over,EXCESSPC,Excess deaths (% change from average),2021,2021,11.1
EST,Estonia,19,MALE,Males,0 to 44,EXCESSPC,Excess deaths (% change from average),2020,2020,-32.2
EST,Estonia,19,MALE,Males,0 to 44,EXCESSPC,Excess deaths (% change from average),2021,2021,18.6
EST,Estonia,19,MALE,Males,0 to 44,EXCESSPC,Excess deaths (% change from average),2022,2022,-6.8
DNK,Denmark,46,MALE,Males,Total,EXCESSPC,Excess deaths (% change from average),2020,2020,5.1
DNK,Denmark,46,MALE,Males,Total,EXCESSPC,Excess deaths (% change from average),2021,2021,5.9
LVA,Latvia,50,MALE,Males,0 to 44,EXCESSPC,Excess deaths (% change from average),2020,2020,-2.7
LVA,Latvia,50,MALE,Males,0 to 44,EXCESSPC,Excess deaths (% change from average),2021,2021,6.2
LUX,Luxembourg,31,TOTAL,Total,Total,EXCESSPC,Excess deaths (% change from average),2020,2020,21.3
LUX,Luxembourg,31,TOTAL,Total,Total,EXCESSPC,Excess deaths (% change from average),2021,2021,0
GRC,Greece,39,FEMALE,Females,0 to 44,EXCESSPC,Excess deaths (% change from average),2020,2020,-22.6
GRC,Greece,39,FEMALE,Females,0 to 44,EXCESSPC,Excess deaths (% change from average),2021,2021,-28.6
LTU,Lithuania,40,FEMALE,Females,45 to 64,EXCESSPC,Excess deaths (% change from average),2020,2020,-8
LTU,Lithuania,40,FEMALE,Females,45 to 64,EXCESSPC,Excess deaths (% change from average),2021,2021,22.6
SWE,Sweden,14,TOTAL,Total,65 and over,EXCESSPC,Excess deaths (% change from average),2020,2020,34.9
SWE,Sweden,14,TOTAL,Total,65 and over,EXCESSPC,Excess deaths (% change from average),2021,2021,-5.1
SWE,Sweden,14,TOTAL,Total,65 and over,EXCESSPC,Excess deaths (% change from average),2022,2022,-1.9
DEU,Germany,15,TOTAL,Total,65 and over,EXCESSPC,Excess deaths (% change from average),2020,2020,16.2
DEU,Germany,15,TOTAL,Total,65 and over,EXCESSPC,Excess deaths (% change from average),2021,2021,6.1
DEU,Germany,15,TOTAL,Total,65 and over,EXCESSPC,Excess deaths (% change from average),2022,2022,13.6
SVK,Slovak Republic,42,FEMALE,Females,Total,EXCESSPC,Excess deaths (% change from average),2020,2020,17.9
SVK,Slovak Republic,42,FEMALE,Females,Total,EXCESSPC,Excess deaths (% change from average),2021,2021,29.2
LVA,Latvia,27,FEMALE,Females,45 to 64,EXCESSPC,Excess deaths (% change from average),2020,2020,22.1
LVA,Latvia,27,FEMALE,Females,45 to 64,EXCESSPC,Excess deaths (% change from average),2021,2021,14.5
NLD,Netherlands,41,FEMALE,Females,Total,EXCESSPC,Excess deaths (% change from average),2020,2020,2
NLD,Netherlands,41,FEMALE,Females,Total,EXCESSPC,Excess deaths (% change from average),2021,2021,6.6
DNK,Denmark,20,TOTAL,Total,45 to 64,EXCESSPC,Excess deaths (% change from average),2020,2020,-9.6
DNK,Denmark,20,TOTAL,Total,45 to 64,EXCESSPC,Excess deaths (% change from average),2021,2021,-5.7
DNK,Denmark,20,TOTAL,Total,45 to 64,EXCESSPC,Excess deaths (% change from average),2022,2022,-13.5
ISL,Iceland,33,TOTAL,Total,45 to 64,EXCESSPC,Excess deaths (% change from average),2020,2020,48.1
ISL,Iceland,33,TOTAL,Total,45 to 64,EXCESSPC,Excess deaths (% change from average),2021,2021,29.6
NOR,Norway,12,MALE,Males,Total,EXCESSPC,Excess deaths (% change from average),2020,2020,9.6
NOR,Norway,12,MALE,Males,Total,EXCESSPC,Excess deaths (% change from average),2021,2021,-1.4
NOR,Norway,12,MALE,Males,Total,EXCESSPC,Excess deaths (% change from average),2022,2022,22.3
ESP,Spain,43,TOTAL,Total,45 to 64,EXCESSPC,Excess deaths (% change from average),2020,2020,20.1
ESP,Spain,43,TOTAL,Total,45 to 64,EXCESSPC,Excess deaths (% change from average),2021,2021,-100
GRC,Greece,26,FEMALE,Females,65 and over,EXCESSPC,Excess deaths (% change from average),2020,2020,-5.3
