COUNTRY,Country,WEEK,GENDER,Gender,Age,VARIABLE,Variable,YEAR,Year,Value
DNK,Denmark,35,MALE,Males,45 to 64,EXCESSNB,Excess deaths (number),2021,2021,-23.4
LTU,Lithuania,52,TOTAL,Total,45 to 64,EXCESSNB,Excess deaths (number),2020,2020,84.8
LTU,Lithuania,52,TOTAL,Total,45 to 64,EXCESSNB,Excess deaths (number),2021,2021,43.8
BEL,Belgium,1,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2020,2020,-156.4
BEL,Belgium,1,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2021,2021,90.6
BEL,Belgium,1,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2022,2022,-38.4
ESP,Spain,36,TOTAL,Total,0 to 44,EXCESSNB,Excess deaths (number),2020,2020,3
ESP,Spain,36,TOTAL,Total,0 to 44,EXCESSNB,Excess deaths (number),2021,2021,-185
ISL,Iceland,43,MALE,Males,65 and over,EXCESSNB,Excess deaths (number),2020,2020,3.8
ISL,Iceland,43,MALE,Males,65 and over,EXCESSNB,Excess deaths (number),2021,2021,-0.2
USA,United States,5,TOTAL,Total,65 and over,EXCESSNB,Excess deaths (number),2020,2020,580.2
USA,United States,5,TOTAL,Total,65 and over,EXCESSNB,Excess deaths (number),2021,2021,13685.2
USA,United States,5,TOTAL,Total,65 and over,EXCESSNB,Excess deaths (number),2022,2022,16352.2
POL,Poland,51,MALE,Males,Total,EXCESSNB,Excess deaths (number),2020,2020,2034.6
POL,Poland,51,MALE,Males,Total,EXCESSNB,Excess deaths (number),2021,2021,2739.6
POL,Poland,28,MALE,Males,Total,EXCESSNB,Excess deaths (number),2020,2020,161.2
POL,Poland,28,MALE,Males,Total,EXCESSNB,Excess deaths (number),2021,2021,420.2
ISL,Iceland,28,FEMALE,Females,65 and over,EXCESSNB,Excess deaths (number),2020,2020,1.6
ISL,Iceland,28,FEMALE,Females,65 and over,EXCESSNB,Excess deaths (number),2021,2021,8.6
DNK,Denmark,43,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2020,2020,112.2
DNK,Denmark,43,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2021,2021,154.2
LVA,Latvia,50,FEMALE,Females,Total,EXCESSNB,Excess deaths (number),2020,2020,70.2
LVA,Latvia,50,FEMALE,Females,Total,EXCESSNB,Excess deaths (number),2021,2021,56.2
NOR,Norway,9,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2020,2020,-41.8
NOR,Norway,9,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2021,2021,-172.8
NOR,Norway,9,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2022,2022,91.2
AUT,Austria,25,FEMALE,Females,65 and over,EXCESSNB,Excess deaths (number),2020,2020,10.8
AUT,Austria,25,FEMALE,Females,65 and over,EXCESSNB,Excess deaths (number),2021,2021,96.8
FIN,Finland,2,TOTAL,Total,0 to 44,EXCESSNB,Excess deaths (number),2020,2020,-8.8
FIN,Finland,2,TOTAL,Total,0 to 44,EXCESSNB,Excess deaths (number),2021,2021,0.2
FIN,Finland,2,TOTAL,Total,0 to 44,EXCESSNB,Excess deaths (number),2022,2022,1.2
ITA,Italy,16,MALE,Males,0 to 44,EXCESSNB,Excess deaths (number),2020,2020,-16.8
ITA,Italy,16,MALE,Males,0 to 44,EXCESSNB,Excess deaths (number),2021,2021,-18.8
ITA,Italy,16,MALE,Males,0 to 44,EXCESSNB,Excess deaths (number),2022,2022,-35.8
SVK,Slovak Republic,14,TOTAL,Total,65 and over,EXCESSNB,Excess deaths (number),2020,2020,88.2
SVK,Slovak Republic,14,TOTAL,Total,65 and over,EXCESSNB,Excess deaths (number),2021,2021,244.2
SVK,Slovak Republic,14,TOTAL,Total,65 and over,EXCESSNB,Excess deaths (number),2022,2022,200.2
NOR,Norway,1,MALE,Males,45 to 64,EXCESSNB,Excess deaths (number),2020,2020,2
NOR,Norway,1,MALE,Males,45 to 64,EXCESSNB,Excess deaths (number),2021,2021,-7
NOR,Norway,1,MALE,Males,45 to 64,EXCESSNB,Excess deaths (number),2022,2022,14
ISL,Iceland,52,TOTAL,Total,0 to 44,EXCESSNB,Excess deaths (number),2020,2020,3
ISL,Iceland,52,TOTAL,Total,0 to 44,EXCESSNB,Excess deaths (number),2021,2021,-1
POL,Poland,6,TOTAL,Total,65 and over,EXCESSNB,Excess deaths (number),2020,2020,-94.2
POL,Poland,6,TOTAL,Total,65 and over,EXCESSNB,Excess deaths (number),2021,2021,1007.8
POL,Poland,6,TOTAL,Total,65 and over,EXCESSNB,Excess deaths (number),2022,2022,1933.8
ISL,Iceland,6,MALE,Males,Total,EXCESSNB,Excess deaths (number),2020,2020,-5.2
ISL,Iceland,6,MALE,Males,Total,EXCESSNB,Excess deaths (number),2021,2021,-6.2
ISL,Iceland,6,MALE,Males,Total,EXCESSNB,Excess deaths (number),2022,2022,-2.2
LUX,Luxembourg,46,MALE,Males,Total,EXCESSNB,Excess deaths (number),2020,2020,18.4
LUX,Luxembourg,46,MALE,Males,Total,EXCESSNB,Excess deaths (number),2021,2021,-2.6
FRA,France,29,FEMALE,Females,65 and over,EXCESSNB,Excess deaths (number),2020,2020,-78.4
FRA,France,29,FEMALE,Females,65 and over,EXCESSNB,Excess deaths (number),2021,2021,640.6
SVN,Slovenia,6,MALE,Males,0 to 44,EXCESSNB,Excess deaths (number),2020,2020,-1.2
SVN,Slovenia,6,MALE,Males,0 to 44,EXCESSNB,Excess deaths (number),2021,2021,2.8
SVN,Slovenia,6,MALE,Males,0 to 44,EXCESSNB,Excess deaths (number),2022,2022,-1.2
DEU,Germany,48,TOTAL,Total,65 and over,EXCESSNB,Excess deaths (number),2020,2020,3344.6
DEU,Germany,48,TOTAL,Total,65 and over,EXCESSNB,Excess deaths (number),2021,2021,5570.6
SVN,Slovenia,27,MALE,Males,45 to 64,EXCESSNB,Excess deaths (number),2020,2020,4.8
SVN,Slovenia,27,MALE,Males,45 to 64,EXCESSNB,Excess deaths (number),2021,2021,-4.2
CZE,Czech Republic,37,FEMALE,Females,45 to 64,EXCESSNB,Excess deaths (number),2020,2020,0.4
CZE,Czech Republic,37,FEMALE,Females,45 to 64,EXCESSNB,Excess deaths (number),2021,2021,-11.6
LTU,Lithuania,15,TOTAL,Total,0 to 44,EXCESSNB,Excess deaths (number),2020,2020,4
LTU,Lithuania,15,TOTAL,Total,0 to 44,EXCESSNB,Excess deaths (number),2021,2021,-7
LTU,Lithuania,15,TOTAL,Total,0 to 44,EXCESSNB,Excess deaths (number),2022,2022,-14
LVA,Latvia,42,TOTAL,Total,45 to 64,EXCESSNB,Excess deaths (number),2020,2020,-1.2
LVA,Latvia,42,TOTAL,Total,45 to 64,EXCESSNB,Excess deaths (number),2021,2021,84.8
PRT,Portugal,31,TOTAL,Total,65 and over,EXCESSNB,Excess deaths (number),2020,2020,289.2
PRT,Portugal,31,TOTAL,Total,65 and over,EXCESSNB,Excess deaths (number),2021,2021,150.2
SWE,Sweden,5,MALE,Males,45 to 64,EXCESSNB,Excess deaths (number),2020,2020,-6
SWE,Sweden,5,MALE,Males,45 to 64,EXCESSNB,Excess deaths (number),2021,2021,1
SWE,Sweden,5,MALE,Males,45 to 64,EXCESSNB,Excess deaths (number),2022,2022,19
USA,United States,25,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2020,2020,7353.2
USA,United States,25,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2021,2021,6288.2
BEL,Belgium,40,TOTAL,Total,45 to 64,EXCESSNB,Excess deaths (number),2020,2020,-32.4
BEL,Belgium,40,TOTAL,Total,45 to 64,EXCESSNB,Excess deaths (number),2021,2021,0.6
EST,Estonia,15,TOTAL,Total,65 and over,EXCESSNB,Excess deaths (number),2020,2020,17
EST,Estonia,15,TOTAL,Total,65 and over,EXCESSNB,Excess deaths (number),2021,2021,67
EST,Estonia,15,TOTAL,Total,65 and over,EXCESSNB,Excess deaths (number),2022,2022,-1
HUN,Hungary,45,FEMALE,Females,65 and over,EXCESSNB,Excess deaths (number),2020,2020,531.2
HUN,Hungary,45,FEMALE,Females,65 and over,EXCESSNB,Excess deaths (number),2021,2021,511.2
LVA,Latvia,25,MALE,Males,65 and over,EXCESSNB,Excess deaths (number),2020,2020,9.6
LVA,Latvia,25,MALE,Males,65 and over,EXCESSNB,Excess deaths (number),2021,2021,36.6
LTU,Lithuania,50,TOTAL,Total,65 and over,EXCESSNB,Excess deaths (number),2020,2020,395.6
LTU,Lithuania,50,TOTAL,Total,65 and over,EXCESSNB,Excess deaths (number),2021,2021,202.6
NLD,Netherlands,34,FEMALE,Females,65 and over,EXCESSNB,Excess deaths (number),2020,2020,106
NLD,Netherlands,34,FEMALE,Females,65 and over,EXCESSNB,Excess deaths (number),2021,2021,133
NOR,Norway,25,TOTAL,Total,45 to 64,EXCESSNB,Excess deaths (number),2020,2020,7.4
NOR,Norway,25,TOTAL,Total,45 to 64,EXCESSNB,Excess deaths (number),2021,2021,-0.6
LUX,Luxembourg,23,TOTAL,Total,45 to 64,EXCESSNB,Excess deaths (number),2020,2020,2
LUX,Luxembourg,23,TOTAL,Total,45 to 64,EXCESSNB,Excess deaths (number),2021,2021,-1
SVN,Slovenia,8,TOTAL,Total,0 to 44,EXCESSNB,Excess deaths (number),2020,2020,1.6
SVN,Slovenia,8,TOTAL,Total,0 to 44,EXCESSNB,Excess deaths (number),2021,2021,1.6
SVN,Slovenia,8,TOTAL,Total,0 to 44,EXCESSNB,Excess deaths (number),2022,2022,-0.4
FIN,Finland,26,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2020,2020,70.2
FIN,Finland,26,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2021,2021,58.2
FIN,Finland,18,MALE,Males,45 to 64,EXCESSNB,Excess deaths (number),2020,2020,-9
FIN,Finland,18,MALE,Males,45 to 64,EXCESSNB,Excess deaths (number),2021,2021,-16
FIN,Finland,18,MALE,Males,45 to 64,EXCESSNB,Excess deaths (number),2022,2022,-8
NOR,Norway,45,MALE,Males,Total,EXCESSNB,Excess deaths (number),2020,2020,9.2
NOR,Norway,45,MALE,Males,Total,EXCESSNB,Excess deaths (number),2021,2021,95.2
LVA,Latvia,48,MALE,Males,65 and over,EXCESSNB,Excess deaths (number),2020,2020,31
LVA,Latvia,48,MALE,Males,65 and over,EXCESSNB,Excess deaths (number),2021,2021,62
ISL,Iceland,45,MALE,Males,45 to 64,EXCESSNB,Excess deaths (number),2020,2020,-1
ISL,Iceland,45,MALE,Males,45 to 64,EXCESSNB,Excess deaths (number),2021,2021,-1
FIN,Finland,3,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2020,2020,-111.4
FIN,Finland,3,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2021,2021,31.6
FIN,Finland,3,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2022,2022,230.6
CHE,Switzerland,9,MALE,Males,65 and over,EXCESSNB,Excess deaths (number),2020,2020,-34.2
CHE,Switzerland,9,MALE,Males,65 and over,EXCESSNB,Excess deaths (number),2021,2021,-60.2
CHE,Switzerland,9,MALE,Males,65 and over,EXCESSNB,Excess deaths (number),2022,2022,19.8
GRC,Greece,17,TOTAL,Total,45 to 64,EXCESSNB,Excess deaths (number),2020,2020,-17.2
GRC,Greece,17,TOTAL,Total,45 to 64,EXCESSNB,Excess deaths (number),2021,2021,71.8
GRC,Greece,17,TOTAL,Total,45 to 64,EXCESSNB,Excess deaths (number),2022,2022,32.8
CHE,Switzerland,33,TOTAL,Total,65 and over,EXCESSNB,Excess deaths (number),2020,2020,53.6
CHE,Switzerland,33,TOTAL,Total,65 and over,EXCESSNB,Excess deaths (number),2021,2021,69.6
ITA,Italy,33,FEMALE,Females,0 to 44,EXCESSNB,Excess deaths (number),2020,2020,-9
ITA,Italy,33,FEMALE,Females,0 to 44,EXCESSNB,Excess deaths (number),2021,2021,-25
GRC,Greece,25,FEMALE,Females,Total,EXCESSNB,Excess deaths (number),2020,2020,6.8
GRC,Greece,25,FEMALE,Females,Total,EXCESSNB,Excess deaths (number),2021,2021,335.8
PRT,Portugal,48,FEMALE,Females,45 to 64,EXCESSNB,Excess deaths (number),2020,2020,-1.2
PRT,Portugal,48,FEMALE,Females,45 to 64,EXCESSNB,Excess deaths (number),2021,2021,-0.2
FIN,Finland,48,MALE,Males,65 and over,EXCESSNB,Excess deaths (number),2020,2020,18.2
FIN,Finland,48,MALE,Males,65 and over,EXCESSNB,Excess deaths (number),2021,2021,115.2
SWE,Sweden,11,FEMALE,Females,65 and over,EXCESSNB,Excess deaths (number),2020,2020,-68
SWE,Sweden,11,FEMALE,Females,65 and over,EXCESSNB,Excess deaths (number),2021,2021,-130
SWE,Sweden,11,FEMALE,Females,65 and over,EXCESSNB,Excess deaths (number),2022,2022,-114
SVN,Slovenia,12,FEMALE,Females,45 to 64,EXCESSNB,Excess deaths (number),2020,2020,2.4
SVN,Slovenia,12,FEMALE,Females,45 to 64,EXCESSNB,Excess deaths (number),2021,2021,-6.6
SVN,Slovenia,12,FEMALE,Females,45 to 64,EXCESSNB,Excess deaths (number),2022,2022,-4.6
DNK,Denmark,20,FEMALE,Females,45 to 64,EXCESSNB,Excess deaths (number),2020,2020,-4.2
DNK,Denmark,20,FEMALE,Females,45 to 64,EXCESSNB,Excess deaths (number),2021,2021,3.8
DNK,Denmark,20,FEMALE,Females,45 to 64,EXCESSNB,Excess deaths (number),2022,2022,-14.2
LUX,Luxembourg,31,FEMALE,Females,Total,EXCESSNB,Excess deaths (number),2020,2020,15.8
LUX,Luxembourg,31,FEMALE,Females,Total,EXCESSNB,Excess deaths (number),2021,2021,3.8
AUT,Austria,18,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2020,2020,15
AUT,Austria,18,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2021,2021,195
AUT,Austria,18,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2022,2022,184
NOR,Norway,33,FEMALE,Females,Total,EXCESSNB,Excess deaths (number),2020,2020,29.6
NOR,Norway,33,FEMALE,Females,Total,EXCESSNB,Excess deaths (number),2021,2021,35.6
SVN,Slovenia,12,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2020,2020,24.6
SVN,Slovenia,12,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2021,2021,5.6
SVN,Slovenia,12,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2022,2022,9.6
DNK,Denmark,3,TOTAL,Total,65 and over,EXCESSNB,Excess deaths (number),2020,2020,-10
DNK,Denmark,3,TOTAL,Total,65 and over,EXCESSNB,Excess deaths (number),2021,2021,185
DNK,Denmark,3,TOTAL,Total,65 and over,EXCESSNB,Excess deaths (number),2022,2022,90
SVN,Slovenia,4,MALE,Males,45 to 64,EXCESSNB,Excess deaths (number),2020,2020,-0.6
SVN,Slovenia,4,MALE,Males,45 to 64,EXCESSNB,Excess deaths (number),2021,2021,8.4
SVN,Slovenia,4,MALE,Males,45 to 64,EXCESSNB,Excess deaths (number),2022,2022,-10.6
NLD,Netherlands,35,TOTAL,Total,0 to 44,EXCESSNB,Excess deaths (number),2020,2020,-5.8
NLD,Netherlands,35,TOTAL,Total,0 to 44,EXCESSNB,Excess deaths (number),2021,2021,-4.8
HUN,Hungary,23,MALE,Males,Total,EXCESSNB,Excess deaths (number),2020,2020,47.6
HUN,Hungary,23,MALE,Males,Total,EXCESSNB,Excess deaths (number),2021,2021,75.6
BEL,Belgium,46,MALE,Males,65 and over,EXCESSNB,Excess deaths (number),2020,2020,657.6
BEL,Belgium,46,MALE,Males,65 and over,EXCESSNB,Excess deaths (number),2021,2021,224.6
FRA,France,6,FEMALE,Females,65 and over,EXCESSNB,Excess deaths (number),2020,2020,-511.8
FRA,France,6,FEMALE,Females,65 and over,EXCESSNB,Excess deaths (number),2021,2021,300.2
FRA,France,6,FEMALE,Females,65 and over,EXCESSNB,Excess deaths (number),2022,2022,387.2
CHE,Switzerland,50,FEMALE,Females,45 to 64,EXCESSNB,Excess deaths (number),2020,2020,16.8
CHE,Switzerland,50,FEMALE,Females,45 to 64,EXCESSNB,Excess deaths (number),2021,2021,0.8
ESP,Spain,37,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2020,2020,1237.2
ESP,Spain,37,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2021,2021,751.2
PRT,Portugal,7,TOTAL,Total,45 to 64,EXCESSNB,Excess deaths (number),2020,2020,-23.2
PRT,Portugal,7,TOTAL,Total,45 to 64,EXCESSNB,Excess deaths (number),2021,2021,32.8
PRT,Portugal,7,TOTAL,Total,45 to 64,EXCESSNB,Excess deaths (number),2022,2022,-1.2
LVA,Latvia,24,MALE,Males,45 to 64,EXCESSNB,Excess deaths (number),2020,2020,6.6
LVA,Latvia,24,MALE,Males,45 to 64,EXCESSNB,Excess deaths (number),2021,2021,7.6
LVA,Latvia,1,MALE,Males,45 to 64,EXCESSNB,Excess deaths (number),2020,2020,-7.6
LVA,Latvia,1,MALE,Males,45 to 64,EXCESSNB,Excess deaths (number),2021,2021,-8.6
LVA,Latvia,1,MALE,Males,45 to 64,EXCESSNB,Excess deaths (number),2022,2022,5.4
FIN,Finland,28,TOTAL,Total,0 to 44,EXCESSNB,Excess deaths (number),2020,2020,9.8
FIN,Finland,28,TOTAL,Total,0 to 44,EXCESSNB,Excess deaths (number),2021,2021,-5.2
LTU,Lithuania,11,FEMALE,Females,65 and over,EXCESSNB,Excess deaths (number),2020,2020,-49.2
LTU,Lithuania,11,FEMALE,Females,65 and over,EXCESSNB,Excess deaths (number),2021,2021,15.8
LTU,Lithuania,11,FEMALE,Females,65 and over,EXCESSNB,Excess deaths (number),2022,2022,53.8
FRA,France,41,MALE,Males,65 and over,EXCESSNB,Excess deaths (number),2020,2020,503.4
FRA,France,41,MALE,Males,65 and over,EXCESSNB,Excess deaths (number),2021,2021,584.4
BEL,Belgium,41,TOTAL,Total,65 and over,EXCESSNB,Excess deaths (number),2020,2020,58.4
BEL,Belgium,41,TOTAL,Total,65 and over,EXCESSNB,Excess deaths (number),2021,2021,201.4
HUN,Hungary,44,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2020,2020,798.8
HUN,Hungary,44,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2021,2021,947.8
FRA,France,27,TOTAL,Total,0 to 44,EXCESSNB,Excess deaths (number),2020,2020,-32
FRA,France,27,TOTAL,Total,0 to 44,EXCESSNB,Excess deaths (number),2021,2021,-43
LTU,Lithuania,24,FEMALE,Females,0 to 44,EXCESSNB,Excess deaths (number),2020,2020,-1.6
LTU,Lithuania,24,FEMALE,Females,0 to 44,EXCESSNB,Excess deaths (number),2021,2021,1.4
ISL,Iceland,46,MALE,Males,65 and over,EXCESSNB,Excess deaths (number),2020,2020,8.2
ISL,Iceland,46,MALE,Males,65 and over,EXCESSNB,Excess deaths (number),2021,2021,-3.8
ISL,Iceland,50,MALE,Males,0 to 44,EXCESSNB,Excess deaths (number),2020,2020,-0.8
ISL,Iceland,50,MALE,Males,0 to 44,EXCESSNB,Excess deaths (number),2021,2021,2.2
LUX,Luxembourg,47,FEMALE,Females,45 to 64,EXCESSNB,Excess deaths (number),2020,2020,-0.6
LUX,Luxembourg,47,FEMALE,Females,45 to 64,EXCESSNB,Excess deaths (number),2021,2021,2.4
FRA,France,2,FEMALE,Females,45 to 64,EXCESSNB,Excess deaths (number),2020,2020,-27.6
FRA,France,2,FEMALE,Females,45 to 64,EXCESSNB,Excess deaths (number),2021,2021,-55.6
FRA,France,2,FEMALE,Females,45 to 64,EXCESSNB,Excess deaths (number),2022,2022,39.4
ESP,Spain,18,FEMALE,Females,65 and over,EXCESSNB,Excess deaths (number),2020,2020,895.4
ESP,Spain,18,FEMALE,Females,65 and over,EXCESSNB,Excess deaths (number),2021,2021,-3330.6
ESP,Spain,18,FEMALE,Females,65 and over,EXCESSNB,Excess deaths (number),2022,2022,454.4
FIN,Finland,43,FEMALE,Females,0 to 44,EXCESSNB,Excess deaths (number),2020,2020,1.2
FIN,Finland,43,FEMALE,Females,0 to 44,EXCESSNB,Excess deaths (number),2021,2021,-0.8
LUX,Luxembourg,43,MALE,Males,Total,EXCESSNB,Excess deaths (number),2020,2020,3.6
LUX,Luxembourg,43,MALE,Males,Total,EXCESSNB,Excess deaths (number),2021,2021,22.6
CHL,Chile,6,FEMALE,Females,0 to 44,EXCESSNB,Excess deaths (number),2020,2020,-6.5
CHL,Chile,6,FEMALE,Females,0 to 44,EXCESSNB,Excess deaths (number),2021,2021,3.5
CHL,Chile,6,FEMALE,Females,0 to 44,EXCESSNB,Excess deaths (number),2022,2022,11.5
CHL,Chile,8,MALE,Males,65 and over,EXCESSNB,Excess deaths (number),2020,2020,38.5
CHL,Chile,8,MALE,Males,65 and over,EXCESSNB,Excess deaths (number),2021,2021,312.5
CHL,Chile,8,MALE,Males,65 and over,EXCESSNB,Excess deaths (number),2022,2022,644.5
ISL,Iceland,31,FEMALE,Females,65 and over,EXCESSNB,Excess deaths (number),2020,2020,-3.8
ISL,Iceland,31,FEMALE,Females,65 and over,EXCESSNB,Excess deaths (number),2021,2021,4.2
CAN,Canada,23,TOTAL,Total,45 to 64,EXCESSNB,Excess deaths (number),2020,2020,82
CAN,Canada,23,TOTAL,Total,45 to 64,EXCESSNB,Excess deaths (number),2021,2021,37
ISL,Iceland,3,MALE,Males,Total,EXCESSNB,Excess deaths (number),2020,2020,4.6
ISL,Iceland,3,MALE,Males,Total,EXCESSNB,Excess deaths (number),2021,2021,5.6
ISL,Iceland,3,MALE,Males,Total,EXCESSNB,Excess deaths (number),2022,2022,14.6
NOR,Norway,22,TOTAL,Total,45 to 64,EXCESSNB,Excess deaths (number),2020,2020,-5.8
NOR,Norway,22,TOTAL,Total,45 to 64,EXCESSNB,Excess deaths (number),2021,2021,-8.8
CHL,Chile,14,TOTAL,Total,0 to 44,EXCESSNB,Excess deaths (number),2020,2020,2
CHL,Chile,14,TOTAL,Total,0 to 44,EXCESSNB,Excess deaths (number),2021,2021,28
CHL,Chile,14,TOTAL,Total,0 to 44,EXCESSNB,Excess deaths (number),2022,2022,26
CHL,Chile,31,TOTAL,Total,45 to 64,EXCESSNB,Excess deaths (number),2020,2020,74
CHL,Chile,31,TOTAL,Total,45 to 64,EXCESSNB,Excess deaths (number),2021,2021,73
CHE,Switzerland,10,FEMALE,Females,0 to 44,EXCESSNB,Excess deaths (number),2020,2020,-4.6
CHE,Switzerland,10,FEMALE,Females,0 to 44,EXCESSNB,Excess deaths (number),2021,2021,-2.6
CHE,Switzerland,10,FEMALE,Females,0 to 44,EXCESSNB,Excess deaths (number),2022,2022,-0.6
LTU,Lithuania,7,MALE,Males,0 to 44,EXCESSNB,Excess deaths (number),2020,2020,-5.8
LTU,Lithuania,7,MALE,Males,0 to 44,EXCESSNB,Excess deaths (number),2021,2021,-9.8
LTU,Lithuania,7,MALE,Males,0 to 44,EXCESSNB,Excess deaths (number),2022,2022,-13.8
LUX,Luxembourg,5,FEMALE,Females,Total,EXCESSNB,Excess deaths (number),2020,2020,-4
LUX,Luxembourg,5,FEMALE,Females,Total,EXCESSNB,Excess deaths (number),2021,2021,-7
LUX,Luxembourg,5,FEMALE,Females,Total,EXCESSNB,Excess deaths (number),2022,2022,-2
CZE,Czech Republic,20,TOTAL,Total,65 and over,EXCESSNB,Excess deaths (number),2020,2020,35.8
CZE,Czech Republic,20,TOTAL,Total,65 and over,EXCESSNB,Excess deaths (number),2021,2021,67.8
CZE,Czech Republic,20,TOTAL,Total,65 and over,EXCESSNB,Excess deaths (number),2022,2022,55.8
SWE,Sweden,10,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2020,2020,-89
SWE,Sweden,10,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2021,2021,-112
SWE,Sweden,10,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2022,2022,-167
AUT,Austria,17,TOTAL,Total,0 to 44,EXCESSNB,Excess deaths (number),2020,2020,4.6
AUT,Austria,17,TOTAL,Total,0 to 44,EXCESSNB,Excess deaths (number),2021,2021,10.6
AUT,Austria,17,TOTAL,Total,0 to 44,EXCESSNB,Excess deaths (number),2022,2022,-8.4
HUN,Hungary,48,FEMALE,Females,65 and over,EXCESSNB,Excess deaths (number),2020,2020,751.2
HUN,Hungary,48,FEMALE,Females,65 and over,EXCESSNB,Excess deaths (number),2021,2021,766.2
FIN,Finland,30,FEMALE,Females,65 and over,EXCESSNB,Excess deaths (number),2020,2020,-1.6
FIN,Finland,30,FEMALE,Females,65 and over,EXCESSNB,Excess deaths (number),2021,2021,18.4
ISL,Iceland,50,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2020,2020,3.6
ISL,Iceland,50,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2021,2021,18.6
SWE,Sweden,27,FEMALE,Females,0 to 44,EXCESSNB,Excess deaths (number),2020,2020,1.2
SWE,Sweden,27,FEMALE,Females,0 to 44,EXCESSNB,Excess deaths (number),2021,2021,2.2
LTU,Lithuania,9,TOTAL,Total,0 to 44,EXCESSNB,Excess deaths (number),2020,2020,-12.8
LTU,Lithuania,9,TOTAL,Total,0 to 44,EXCESSNB,Excess deaths (number),2021,2021,-8.8
LTU,Lithuania,9,TOTAL,Total,0 to 44,EXCESSNB,Excess deaths (number),2022,2022,-8.8
ISL,Iceland,30,FEMALE,Females,45 to 64,EXCESSNB,Excess deaths (number),2020,2020,0.8
ISL,Iceland,30,FEMALE,Females,45 to 64,EXCESSNB,Excess deaths (number),2021,2021,1.8
CHL,Chile,12,MALE,Males,0 to 44,EXCESSNB,Excess deaths (number),2020,2020,-1.5
CHL,Chile,12,MALE,Males,0 to 44,EXCESSNB,Excess deaths (number),2021,2021,18.5
CHL,Chile,12,MALE,Males,0 to 44,EXCESSNB,Excess deaths (number),2022,2022,19.5
SWE,Sweden,9,TOTAL,Total,0 to 44,EXCESSNB,Excess deaths (number),2020,2020,2.6
SWE,Sweden,9,TOTAL,Total,0 to 44,EXCESSNB,Excess deaths (number),2021,2021,-12.4
SWE,Sweden,9,TOTAL,Total,0 to 44,EXCESSNB,Excess deaths (number),2022,2022,-0.4
BEL,Belgium,15,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2020,2020,2196.8
BEL,Belgium,15,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2021,2021,78.8
BEL,Belgium,15,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2022,2022,335.8
CAN,Canada,29,FEMALE,Females,45 to 64,EXCESSNB,Excess deaths (number),2020,2020,14
CAN,Canada,29,FEMALE,Females,45 to 64,EXCESSNB,Excess deaths (number),2021,2021,-16
LTU,Lithuania,13,FEMALE,Females,Total,EXCESSNB,Excess deaths (number),2020,2020,41.6
LTU,Lithuania,13,FEMALE,Females,Total,EXCESSNB,Excess deaths (number),2021,2021,-8.4
LTU,Lithuania,13,FEMALE,Females,Total,EXCESSNB,Excess deaths (number),2022,2022,39.6
CZE,Czech Republic,52,MALE,Males,Total,EXCESSNB,Excess deaths (number),2020,2020,544.4
CZE,Czech Republic,52,MALE,Males,Total,EXCESSNB,Excess deaths (number),2021,2021,293.4
FRA,France,42,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2020,2020,1208.8
FRA,France,42,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2021,2021,1030.8
CHE,Switzerland,43,TOTAL,Total,0 to 44,EXCESSNB,Excess deaths (number),2020,2020,11.2
CHE,Switzerland,43,TOTAL,Total,0 to 44,EXCESSNB,Excess deaths (number),2021,2021,5.2
NLD,Netherlands,33,FEMALE,Females,65 and over,EXCESSNB,Excess deaths (number),2020,2020,347.4
